Upkeep_ID,Book_ID,Employee_ID,Tools_Used,Reason_for_Upkeep,Date
41841904,20599,1018,Tweezers,Mold growth,2024-09-20
63075569,56892,1020,Brush,Staining,2024-06-19
33977583,1347,1020,Clamps,Torn pages,2024-05-08
65434873,41687,1016,Brush,Mold growth,2024-10-27
60716287,22578,1003,Glue,Cover damage,2023-06-13
84178178,92967,1003,Scissors,Loose binding,2023-08-08
31094019,92873,1026,Scalpel,Torn pages,2023-01-19
19690759,16255,1026,Glue,Dust accumulation,2023-11-09
93484295,7608,1030,Brush,Mold growth,2023-12-22
79459597,90543,1018,Brush,Water damage,2023-07-03
20608276,68057,1016,Tweezers,Water damage,2023-06-27
52458778,16907,1025,Glue,Loose binding,2024-09-15
56653090,52279,1030,Clamps,Faded text,2024-09-20
68711715,95172,1018,Glue,Staining,2023-01-28
10384674,2388,1018,Binding Tape,Mold growth,2023-06-07
50885926,24999,1016,Brush,Water damage,2024-10-30
78279974,22227,1006,Tweezers,Loose binding,2023-08-27
11040040,52465,1006,Tweezers,Water damage,2024-11-04
65697072,54662,1020,Scissors,Aging and brittleness,2023-08-08
37254450,84106,1006,Tweezers,Cover damage,2024-03-02
85751092,66285,1016,Scissors,Water damage,2024-03-11
93484342,44663,1006,Binding Tape,Staining,2023-11-06
52852023,44457,1012,Tweezers,Water damage,2024-05-25
60060984,46825,1003,Brush,Torn pages,2023-12-11
36205881,58607,1016,Tweezers,Dust accumulation,2024-04-02
86668605,50303,1025,Tweezers,Dust accumulation,2023-02-15
52327743,64315,1006,Clamps,Water damage,2023-10-15
68580673,83371,1030,Binding Tape,Dust accumulation,2023-09-28
79590722,39878,1012,Glue,Loose binding,2024-04-27
73037122,26942,1020,Clamps,Staining,2024-02-25
61502788,52408,1006,Brush,Insect damage,2024-08-18
25457992,96658,1020,Scalpel,Water damage,2024-03-24
12088648,60993,1012,Scalpel,Insect damage,2023-10-10
69629264,73499,1025,Clamps,Faded text,2023-10-01
44332370,60476,1020,Scalpel,Dust accumulation,2024-07-22
77493589,87702,1003,Glue,Staining,2024-06-02
86144343,95628,1026,Brush,Insect damage,2023-12-19
95843674,98961,1030,Scalpel,Dust accumulation,2024-12-16
94532956,16012,1020,Clamps,Loose binding,2023-03-03
90469725,90631,1025,Glue,Dust accumulation,2024-08-06
38696289,93893,1020,Glue,Dust accumulation,2024-08-02
62158178,64986,1020,Glue,Aging and brittleness,2023-04-27
28079463,89781,1030,Binding Tape,Mold growth,2024-03-16
27030888,67476,1016,Scalpel,Staining,2024-07-08
27948394,84174,1012,Brush,Mold growth,2024-05-04
96367979,73688,1026,Tweezers,Faded text,2023-12-26
38434157,35347,1020,Clamps,Aging and brittleness,2024-08-21
51017072,56836,1006,Binding Tape,Torn pages,2024-04-01
29259125,33587,1018,Tweezers,Mold growth,2023-03-21
65697147,27449,1006,Scissors,Faded text,2024-09-15
64386432,45365,1012,Brush,Water damage,2023-08-10
44987778,86489,1018,Binding Tape,Insect damage,2024-03-03
97023364,10878,1030,Binding Tape,Dust accumulation,2024-06-20
24802692,64279,1030,Binding Tape,Aging and brittleness,2023-10-22
11957643,5831,1026,Clamps,Faded text,2023-08-22
97547663,73342,1030,Glue,Staining,2024-10-09
73692562,28388,1018,Binding Tape,Aging and brittleness,2023-01-25
36599189,28444,1020,Scalpel,Torn pages,2023-05-25
30045595,12174,1030,Binding Tape,Water damage,2023-04-11
53376413,29009,1026,Brush,Cover damage,2023-02-03
72775072,71958,1006,Clamps,Aging and brittleness,2024-12-03
84571557,59855,1025,Clamps,Water damage,2023-04-08
36861351,76671,1018,Brush,Dust accumulation,2023-08-03
83391912,88339,1030,Brush,Insect damage,2024-03-25
45381031,45890,1025,Clamps,Cover damage,2023-04-09
58357163,89265,1025,Glue,Loose binding,2023-09-07
71726508,42114,1020,Brush,Aging and brittleness,2024-05-08
45512121,59612,1030,Glue,Cover damage,2023-10-19
38827452,20204,1026,Brush,Faded text,2024-01-17
33846721,10595,1016,Binding Tape,Staining,2023-10-06
75003331,86616,1006,Scalpel,Cover damage,2024-03-15
41973198,72109,1030,Scalpel,Dust accumulation,2024-10-06
70940117,34779,1006,Scissors,Torn pages,2024-10-26
19953112,74790,1018,Scissors,Staining,2024-06-20
81163739,94796,1030,Binding Tape,Faded text,2023-10-08
66090461,47275,1003,Binding Tape,Cover damage,2024-09-06
20346335,89875,1020,Clamps,Cover damage,2023-04-10
61240800,82352,1016,Clamps,Dust accumulation,2024-09-22
51279329,84777,1018,Glue,Cover damage,2023-06-19
51934692,52619,1030,Brush,Dust accumulation,2024-04-30
35550693,82590,1016,Tweezers,Staining,2023-06-30
32798182,16587,1016,Binding Tape,Loose binding,2024-08-26
34371047,18727,1018,Binding Tape,Cover damage,2023-11-27
78804456,60744,1020,Glue,Aging and brittleness,2024-06-28
73692650,97500,1016,Clamps,Aging and brittleness,2024-06-10
56915442,62031,1016,Tweezers,Aging and brittleness,2024-03-28
38565363,53693,1016,Binding Tape,Faded text,2023-10-09
73168374,42497,1020,Scalpel,Loose binding,2024-09-11
87193080,56549,1026,Glue,Mold growth,2024-09-30
79590907,80106,1003,Scalpel,Insect damage,2024-11-30
96630269,10980,1016,Brush,Loose binding,2024-08-25
72119806,26197,1030,Tweezers,Cover damage,2024-12-20
16152063,8283,1025,Binding Tape,Dust accumulation,2023-10-15
76707330,36585,1018,Clamps,Faded text,2025-01-15
28603906,35178,1020,Scissors,Mold growth,2024-10-09
63731211,1303,1006,Clamps,Mold growth,2024-04-01
98727439,48107,1003,Brush,Torn pages,2023-09-15
45250063,38725,1012,Scissors,Aging and brittleness,2024-11-26
42366481,64382,1025,Brush,Water damage,2023-11-21
14186006,77221,1006,Clamps,Insect damage,2023-04-21
15234582,38424,1016,Scalpel,Aging and brittleness,2024-11-24
64779805,11979,1006,Binding Tape,Loose binding,2025-01-11
82212384,42839,1030,Scalpel,Cover damage,2024-09-02
65304108,14724,1026,Clamps,Mold growth,2024-10-12
12088877,93683,1012,Clamps,Mold growth,2023-09-25
72119853,48927,1020,Tweezers,Insect damage,2023-04-17
52721199,91299,1026,Scalpel,Torn pages,2023-05-07
16938540,23987,1016,Glue,Loose binding,2023-02-18
11695667,77111,1025,Tweezers,Aging and brittleness,2024-10-10
95450681,58807,1018,Brush,Torn pages,2025-01-14
60716613,10383,1030,Scissors,Water damage,2024-01-01
60978764,40536,1006,Tweezers,Cover damage,2024-07-15
43546189,89661,1012,Binding Tape,Dust accumulation,2024-02-08
47609425,90980,1026,Binding Tape,Staining,2023-08-21
36861522,275,1026,Binding Tape,Loose binding,2023-03-14
74610261,73505,1016,Brush,Torn pages,2024-06-21
18380377,19944,1026,Glue,Insect damage,2024-01-22
33453662,23204,1006,Scissors,Cover damage,2023-03-17
49182302,19783,1018,Clamps,Insect damage,2024-03-11
85358176,91319,1025,Tweezers,Aging and brittleness,2024-09-12
32011871,21558,1006,Brush,Cover damage,2024-02-24
84964962,21256,1006,Clamps,Cover damage,2023-05-23
17725027,32779,1018,Tweezers,Aging and brittleness,2023-07-05
78804579,27364,1003,Tweezers,Faded text,2024-12-09
65173108,63562,1020,Tweezers,Mold growth,2023-07-20
86013557,9515,1003,Tweezers,Mold growth,2024-03-01
98203261,44823,1025,Tweezers,Water damage,2023-02-25
38041214,18772,1020,Tweezers,Aging and brittleness,2024-10-14
37385864,24878,1018,Tweezers,Insect damage,2023-10-27
61503115,92942,1026,Scalpel,Mold growth,2024-10-21
83916431,95886,1020,Scalpel,Faded text,2024-02-06
24278674,45266,1006,Binding Tape,Faded text,2024-10-25
62289556,62346,1006,Scalpel,Torn pages,2023-09-24
49575574,44606,1020,Tweezers,Mold growth,2023-04-08
26244758,41639,1026,Glue,Aging and brittleness,2023-05-02
70547098,56958,1025,Tweezers,Staining,2023-12-27
30307996,25730,1016,Binding Tape,Faded text,2023-05-06
43808415,59119,1006,Glue,Cover damage,2024-03-04
51541677,48280,1030,Brush,Cover damage,2023-08-06
79197870,65469,1003,Brush,Aging and brittleness,2024-02-04
52328109,77851,1012,Scalpel,Torn pages,2023-06-09
90732214,15155,1030,Tweezers,Insect damage,2023-05-05
24278712,29448,1030,Binding Tape,Cover damage,2023-05-21
37254841,21892,1025,Scissors,Dust accumulation,2023-10-16
93877945,48844,1030,Brush,Insect damage,2024-02-05
90994364,23748,1026,Scissors,Dust accumulation,2023-09-23
89159357,36290,1030,Brush,Dust accumulation,2024-07-16
36599490,23945,1012,Clamps,Torn pages,2023-07-28
94795463,48922,1020,Brush,Faded text,2023-04-24
11826888,41846,1020,Scissors,Loose binding,2024-06-15
58357461,34455,1006,Glue,Loose binding,2024-06-11
60978902,9279,1006,Brush,Dust accumulation,2024-06-19
96237269,70637,1025,Glue,Faded text,2023-08-22
82999005,72877,1026,Scalpel,Loose binding,2024-09-17
32798431,16855,1030,Clamps,Loose binding,2024-10-30
57571041,23263,1016,Glue,Water damage,2024-03-18
50886369,61981,1026,Clamps,Mold growth,2024-02-17
90207974,14228,1012,Glue,Loose binding,2024-12-06
80246506,1940,1003,Clamps,Cover damage,2023-07-01
14710507,62552,1016,Scissors,Staining,2023-03-16
83785454,85961,1026,Glue,Loose binding,2025-01-02
17069808,62829,1006,Scalpel,Faded text,2024-05-24
28866289,83019,1012,Clamps,Staining,2024-12-10
98596594,53765,1030,Clamps,Insect damage,2024-12-31
48002808,28880,1006,Binding Tape,Staining,2024-10-13
99120891,25850,1012,Binding Tape,Faded text,2024-06-23
32405245,49101,1030,Brush,Water damage,2024-09-22
51017470,15302,1012,Binding Tape,Water damage,2024-09-18
26113792,23487,1006,Binding Tape,Cover damage,2024-05-29
81688323,79552,1016,Scissors,Insect damage,2024-12-09
74217222,79289,1006,Tweezers,Dust accumulation,2023-11-15
37779206,57321,1003,Clamps,Cover damage,2024-02-19
36468488,16912,1018,Clamps,Faded text,2024-05-18
12875529,28566,1012,Scissors,Staining,2024-03-08
72513289,71140,1030,Glue,Insect damage,2023-09-29
41580298,46799,1030,Clamps,Mold growth,2025-01-14
41056018,1460,1018,Scissors,Staining,2023-12-04
49837844,90304,1016,Brush,Aging and brittleness,2024-12-17
73168660,60923,1020,Brush,Staining,2023-04-18
13006614,59043,1030,Clamps,Faded text,2024-09-07
32929562,1023,1026,Binding Tape,Mold growth,2024-08-12
36861724,28711,1018,Binding Tape,Torn pages,2024-03-11
96368414,64626,1016,Glue,Loose binding,2024-07-07
81950497,7844,1003,Binding Tape,Torn pages,2023-02-12
34633507,72620,1006,Clamps,Cover damage,2023-03-17
97679161,58284,1018,Glue,Aging and brittleness,2024-11-22
70809405,92680,1026,Glue,Insect damage,2023-09-27
82343742,80401,1006,Scissors,Dust accumulation,2023-05-09
38172488,29077,1026,Scalpel,Torn pages,2023-11-20
48920396,97496,1018,Clamps,Loose binding,2024-12-31
94795599,90919,1020,Tweezers,Mold growth,2024-03-20
96106319,42391,1003,Scissors,Torn pages,2024-07-27
54556499,6474,1006,Binding Tape,Torn pages,2023-03-09
48396115,82452,1016,Tweezers,Dust accumulation,2023-03-06
64124758,25364,1018,Glue,Water damage,2023-10-07
20346712,58326,1030,Scissors,Dust accumulation,2024-02-08
78018398,95849,1018,Clamps,Aging and brittleness,2023-10-13
66877281,34576,1016,Tweezers,Aging and brittleness,2023-08-15
35682153,82146,1016,Scalpel,Aging and brittleness,2024-07-06
63207277,52788,1025,Brush,Water damage,2024-05-20
85227378,93682,1012,Scalpel,Staining,2023-12-16
44070773,11587,1006,Brush,Faded text,2024-08-28
10778512,30609,1018,Glue,Staining,2023-03-05
94926741,42090,1026,Binding Tape,Loose binding,2023-02-12
36468635,84636,1030,Tweezers,Faded text,2024-06-11
53639068,33694,1020,Tweezers,Loose binding,2023-12-22
93222821,57539,1016,Brush,Staining,2023-01-30
63338407,45484,1018,Scalpel,Staining,2024-11-17
82343854,55997,1025,Tweezers,Staining,2023-03-23
89552815,42836,1012,Tweezers,Torn pages,2024-10-22
32405422,446,1025,Scalpel,Insect damage,2024-03-02
56784820,20518,1030,Scalpel,Cover damage,2023-09-12
92567478,60932,1025,Brush,Faded text,2023-10-13
64911289,23363,1012,Clamps,Staining,2023-03-21
58095549,74294,1030,Scalpel,Loose binding,2024-04-14
75134915,24282,1016,Glue,Water damage,2023-02-21
32012228,30945,1018,Binding Tape,Staining,2024-11-11
51541958,14469,1012,Brush,Loose binding,2024-12-27
31487945,29631,1030,Scalpel,Aging and brittleness,2024-02-13
26900427,28698,1016,Binding Tape,Staining,2023-09-15
18773964,14647,1026,Scalpel,Torn pages,2023-07-24
22050777,38026,1003,Scalpel,Insect damage,2023-02-13
56522714,54228,1003,Binding Tape,Dust accumulation,2024-04-30
90470363,99143,1025,Scissors,Faded text,2023-06-03
56260570,47558,1012,Binding Tape,Insect damage,2023-05-24
40400862,8478,1020,Binding Tape,Water damage,2023-10-18
30570462,27464,1026,Tweezers,Faded text,2023-03-01
53901293,2302,1020,Glue,Water damage,2023-09-12
76707823,49011,1025,Scalpel,Torn pages,2023-11-11
65959921,71723,1016,Scalpel,Cover damage,2023-06-02
20477939,96829,1030,Scissors,Water damage,2024-06-20
38303732,45461,1006,Scissors,Loose binding,2024-09-01
44201978,24667,1020,Scalpel,Cover damage,2023-02-09
62158843,29454,1012,Binding Tape,Torn pages,2024-01-04
15628290,76787,1018,Glue,Insect damage,2024-07-01
40138757,14578,1026,Brush,Aging and brittleness,2023-08-31
24279050,2720,1012,Scissors,Aging and brittleness,2024-03-30
95713291,94842,1018,Scissors,Staining,2024-06-12
19167244,2569,1003,Clamps,Cover damage,2024-06-29
80902161,78226,1012,Binding Tape,Staining,2023-05-01
65959954,51807,1025,Glue,Faded text,2023-10-29
11565080,82328,1018,Binding Tape,Torn pages,2023-10-05
53245979,68640,1020,Clamps,Dust accumulation,2024-11-15
70678560,50435,1026,Scalpel,Insect damage,2023-03-25
93485089,35252,1026,Binding Tape,Water damage,2023-06-13
97679397,36664,1012,Tweezers,Torn pages,2023-06-27
60717096,38553,1026,Binding Tape,Cover damage,2023-01-22
98990122,75999,1020,Scissors,Staining,2024-06-10
57047083,76709,1025,Binding Tape,Water damage,2024-09-12
31881259,11817,1003,Scalpel,Torn pages,2023-03-17
21919795,54145,1012,Scissors,Cover damage,2023-06-05
36599869,80959,1003,Tweezers,Insect damage,2025-01-07
93747265,22671,1018,Scissors,Torn pages,2023-06-07
48003139,74091,1003,Binding Tape,Insect damage,2023-05-22
63469636,29039,1020,Glue,Insect damage,2023-04-25
57702475,59006,1006,Binding Tape,Water damage,2024-07-30
21133390,59239,1030,Clamps,Torn pages,2024-06-06
17725519,14484,1006,Scalpel,Cover damage,2023-08-21
76970064,923,1006,Glue,Water damage,2024-06-29
61110352,59522,1026,Brush,Mold growth,2024-06-11
34633807,37000,1020,Clamps,Mold growth,2024-01-25
41449561,10968,1006,Clamps,Dust accumulation,2024-06-06
57309273,64835,1016,Tweezers,Mold growth,2023-12-23
13400155,46037,1020,Tweezers,Staining,2023-09-21
67795035,29789,1026,Glue,Insect damage,2024-03-26
18905182,23835,1003,Tweezers,Aging and brittleness,2024-09-19
21526623,93965,1020,Scissors,Loose binding,2023-11-03
75397215,74808,1006,Clamps,Dust accumulation,2023-02-05
32929889,65798,1018,Scalpel,Staining,2024-05-04
53377120,7300,1030,Binding Tape,Mold growth,2023-11-05
64125034,21476,1026,Clamps,Faded text,2023-10-02
60848234,11113,1020,Scissors,Insect damage,2024-05-09
62814324,39800,1003,Tweezers,Water damage,2023-06-14
16808053,92360,1020,Tweezers,Water damage,2023-02-05
76052600,45740,1025,Scalpel,Staining,2023-04-23
35944574,19585,1025,Scissors,Aging and brittleness,2024-07-18
59275395,74011,1006,Scissors,Mold growth,2023-07-03
69761156,87992,1026,Scalpel,Loose binding,2023-06-05
75135118,58458,1018,Scalpel,Loose binding,2024-07-13
23099546,2412,1018,Tweezers,Dust accumulation,2024-06-25
68319388,41193,1026,Glue,Water damage,2023-02-11
49707165,79531,1020,Tweezers,Loose binding,2023-08-18
61372574,28410,1026,Brush,Cover damage,2024-08-25
95320223,10437,1030,Binding Tape,Water damage,2023-06-03
96237736,91376,1012,Scissors,Mold growth,2023-07-19
77363374,21567,1018,Brush,Cover damage,2023-05-25
28735663,11050,1026,Brush,Mold growth,2024-08-11
84834481,69561,1016,Binding Tape,Faded text,2023-11-14
64649394,68826,1018,Tweezers,Water damage,2023-05-18
46168243,18003,1006,Scissors,Mold growth,2024-07-28
84834489,64200,1020,Scissors,Cover damage,2023-02-07
93878462,2153,1012,Scissors,Aging and brittleness,2023-10-08
75790533,11068,1020,Scissors,Aging and brittleness,2024-04-14
46954699,61065,1018,Brush,Loose binding,2024-05-07
54163664,92662,1025,Scalpel,Loose binding,2024-09-04
39483608,4643,1012,Glue,Mold growth,2024-12-13
62159066,58367,1018,Glue,Torn pages,2023-02-18
54294747,47307,1026,Scalpel,Insect damage,2024-06-14
51804383,83293,1016,Scissors,Mold growth,2024-08-01
93092067,9461,1016,Binding Tape,Cover damage,2024-11-09
90863844,89133,1018,Brush,Loose binding,2024-01-20
16283882,82220,1016,Scalpel,Dust accumulation,2023-03-06
61503725,40540,1006,Brush,Torn pages,2024-05-12
24410352,38097,1026,Clamps,Cover damage,2024-10-10
21133553,19122,1030,Glue,Mold growth,2024-10-19
81557747,95270,1025,Tweezers,Water damage,2024-12-30
61503732,11145,1012,Scissors,Dust accumulation,2024-05-10
82475254,74158,1003,Scissors,Staining,2023-10-02
99514630,14116,1018,Clamps,Dust accumulation,2023-11-17
83917064,28175,1003,Clamps,Mold growth,2024-12-10
16283919,58926,1025,Scalpel,Loose binding,2024-04-25
56654095,28118,1018,Tweezers,Loose binding,2023-11-09
14186770,94200,1016,Brush,Loose binding,2023-03-13
16677144,15460,1020,Scissors,Water damage,2024-06-15
92436763,26738,1016,Clamps,Aging and brittleness,2024-09-02
35813659,43179,1006,Binding Tape,Water damage,2023-12-22
67664155,87305,1006,Clamps,Aging and brittleness,2023-06-09
96368931,12928,1006,Clamps,Cover damage,2024-01-23
19822888,96764,1030,Glue,Loose binding,2023-09-02
86145321,93890,1012,Scissors,Dust accumulation,2024-10-02
40139062,50382,1006,Glue,Torn pages,2023-03-01
68450615,69725,1026,Glue,Loose binding,2024-11-11
58620223,99726,1026,Scalpel,Mold growth,2024-08-31
24803648,31725,1016,Clamps,Torn pages,2024-10-10
69105985,29536,1030,Tweezers,Staining,2024-08-14
79198530,73131,1003,Tweezers,Faded text,2023-05-29
18250049,23262,1018,Scissors,Torn pages,2024-12-16
55998788,25213,1030,Scalpel,Faded text,2024-08-06
19822917,56285,1026,Glue,Faded text,2023-09-07
38959437,69162,1012,Brush,Loose binding,2024-06-17
89815375,2411,1003,Clamps,Insect damage,2023-10-03
21395796,88675,1018,Tweezers,Faded text,2024-12-07
97417563,3308,1003,Scalpel,Faded text,2023-07-29
59668828,86875,1026,Scalpel,Cover damage,2024-12-02
22051166,56755,1003,Glue,Aging and brittleness,2023-11-15
89946467,8019,1018,Brush,Loose binding,2023-06-01
33978731,75122,1020,Scissors,Staining,2024-11-21
90863981,40288,1016,Glue,Insect damage,2024-07-10
93878637,6062,1020,Glue,Faded text,2023-04-20
53246317,92511,1006,Glue,Dust accumulation,2024-03-02
27556208,6054,1018,Binding Tape,Cover damage,2024-03-22
70285680,59800,1003,Tweezers,Water damage,2024-03-14
13531502,39956,1020,Clamps,Torn pages,2023-11-15
65698163,52569,1006,Tweezers,Dust accumulation,2023-08-28
33847665,65509,1016,Tweezers,Dust accumulation,2024-07-11
91257202,27779,1003,Brush,Faded text,2024-05-01
82213234,67373,1026,Clamps,Mold growth,2023-02-15
18774392,5503,1012,Scissors,Water damage,2023-07-15
11041147,82534,1006,Clamps,Dust accumulation,2023-05-02
72776063,25315,1030,Glue,Torn pages,2024-02-16
11565443,32737,1003,Binding Tape,Torn pages,2023-04-30
18381199,68095,1012,Brush,Cover damage,2024-04-09
98728341,67677,1025,Tweezers,Cover damage,2024-03-27
62421402,27060,1012,Glue,Cover damage,2023-08-17
77363613,331,1016,Binding Tape,Water damage,2024-08-03
70678943,12862,1030,Brush,Torn pages,2023-04-27
24017319,82675,1030,Scissors,Staining,2023-04-22
52853166,15011,1012,Brush,Dust accumulation,2025-01-02
52984248,80512,1030,Glue,Faded text,2024-06-29
25721274,37814,1012,Glue,Cover damage,2023-05-01
45775293,99353,1018,Brush,Torn pages,2024-09-28
31488450,57266,1003,Scissors,Mold growth,2023-08-02
92568003,59427,1030,Tweezers,Dust accumulation,2024-08-24
78150084,9068,1012,Tweezers,Dust accumulation,2024-03-04
33716680,70132,1020,Binding Tape,Mold growth,2023-12-31
93616584,57633,1020,Binding Tape,Aging and brittleness,2023-05-18
95582669,28553,1018,Scissors,Water damage,2023-01-26
44988877,73990,1016,Glue,Aging and brittleness,2024-07-26
14318039,35212,1026,Clamps,Dust accumulation,2023-05-30
36993498,81382,1006,Brush,Torn pages,2024-09-13
89029096,35348,1026,Scissors,Water damage,2024-02-02
16808425,85319,1030,Scalpel,Torn pages,2024-01-15
30570984,19953,1030,Glue,Insect damage,2024-08-14
30046705,76830,1030,Scissors,Water damage,2024-10-14
28735987,27308,1018,Scissors,Aging and brittleness,2024-10-08
51542516,22779,1025,Scalpel,Aging and brittleness,2024-08-29
28735989,28643,1026,Binding Tape,Mold growth,2023-11-01
36469239,66475,1003,Glue,Cover damage,2024-03-28
18905592,2977,1012,Scissors,Mold growth,2023-08-20
25852410,18836,1030,Scalpel,Aging and brittleness,2023-09-03
23886331,70024,1018,Glue,Loose binding,2024-02-19
48265725,64265,1030,Scissors,Torn pages,2023-11-02
26769923,82714,1020,Brush,Dust accumulation,2024-03-17
93485579,97326,1012,Glue,Insect damage,2024-07-11
83524108,12543,1016,Tweezers,Loose binding,2023-06-04
41581069,44755,1012,Brush,Loose binding,2024-12-09
34109966,5121,1030,Scalpel,Insect damage,2024-10-16
66615822,63641,1020,Clamps,Staining,2023-12-20
40401428,43047,1026,Tweezers,Aging and brittleness,2024-06-13
96631318,52180,1016,Brush,Water damage,2023-12-23
63470107,6189,1026,Clamps,Mold growth,2023-12-13
84572699,94709,1030,Scissors,Cover damage,2024-11-24
44726811,73857,1016,Scalpel,Loose binding,2024-01-14
43416093,46191,1012,Scissors,Dust accumulation,2024-12-16
58882587,98348,1018,Glue,Mold growth,2023-10-22
39221794,69333,1020,Clamps,Staining,2024-10-16
89946659,82186,1018,Brush,Mold growth,2023-12-24
51935779,27625,1020,Clamps,Dust accumulation,2023-03-09
63339045,52050,1020,Binding Tape,Loose binding,2024-01-22
55867945,38516,1025,Scalpel,Aging and brittleness,2023-08-21
42629674,33510,1020,Binding Tape,Loose binding,2024-04-08
42891819,43468,1020,Binding Tape,Insect damage,2024-12-25
66615857,30590,1020,Glue,Loose binding,2023-02-15
60979763,53499,1018,Scalpel,Staining,2024-06-07
16677427,94418,1025,Binding Tape,Insect damage,2024-04-17
49314363,28467,1012,Scissors,Staining,2024-01-17
97417801,27093,1030,Scissors,Dust accumulation,2023-12-04
94927433,42681,1006,Scalpel,Torn pages,2024-06-23
86669903,40326,1026,Brush,Cover damage,2023-09-16
39483985,93594,1025,Brush,Loose binding,2025-01-10
42629714,71659,1025,Scissors,Torn pages,2024-08-10
38304339,86140,1012,Brush,Staining,2023-11-15
43547222,74647,1016,Clamps,Insect damage,2024-03-17
15366751,88791,1025,Binding Tape,Loose binding,2024-01-23
78936672,38626,1025,Glue,Dust accumulation,2023-06-17
78412385,62924,1020,Scissors,Insect damage,2023-08-10
81558115,5129,1006,Scissors,Insect damage,2024-07-02
70154852,20646,1006,Brush,Dust accumulation,2023-07-23
56916580,39054,1018,Clamps,Dust accumulation,2023-11-15
32275047,65791,1020,Brush,Dust accumulation,2023-01-28
28473967,59529,1025,Binding Tape,Water damage,2023-03-29
79985266,24929,1016,Binding Tape,Aging and brittleness,2023-11-01
77232758,84898,1018,Binding Tape,Mold growth,2023-11-10
24935035,53810,1020,Tweezers,Staining,2023-02-04
21920380,11983,1018,Glue,Dust accumulation,2024-04-27
81820288,65033,1025,Glue,Torn pages,2024-05-27
74349185,57817,1030,Brush,Staining,2024-02-08
96238209,65290,1030,Scissors,Torn pages,2024-04-18
31488640,53490,1003,Binding Tape,Water damage,2024-09-22
18381444,54436,1020,Binding Tape,Faded text,2024-05-23
99646084,15699,1025,Brush,Aging and brittleness,2024-06-22
85883529,69324,1016,Binding Tape,Water damage,2024-02-26
60193420,3900,1012,Tweezers,Staining,2024-06-22
40139405,67028,1006,Glue,Aging and brittleness,2024-07-17
21133968,87798,1006,Scalpel,Dust accumulation,2023-04-27
21133975,40627,1030,Scissors,Cover damage,2024-07-24
22968985,80077,1030,Tweezers,Cover damage,2023-10-06
25721506,49768,1018,Scalpel,Mold growth,2024-04-18
67140264,8941,1003,Brush,Dust accumulation,2023-09-30
78805678,26372,1003,Scissors,Torn pages,2024-04-13
51280561,61138,1003,Tweezers,Mold growth,2024-07-24
74218166,26471,1018,Binding Tape,Insect damage,2024-10-03
52853433,25038,1018,Scissors,Insect damage,2023-08-03
89029306,87206,1025,Binding Tape,Aging and brittleness,2023-12-06
54295230,4673,1025,Binding Tape,Insect damage,2024-09-07
89422527,37303,1025,Binding Tape,Insect damage,2024-11-02
98990789,8173,1016,Scissors,Water damage,2024-01-05
54688456,93525,1026,Tweezers,Mold growth,2024-09-13
96238284,96912,1012,Scissors,Insect damage,2023-08-10
26114766,62475,1025,Scissors,Torn pages,2024-06-30
63994584,97927,1025,Scalpel,Loose binding,2023-10-14
32144092,26216,1012,Glue,Dust accumulation,2024-03-26
26376925,60755,1020,Brush,Faded text,2024-06-28
98466527,77449,1025,Clamps,Cover damage,2024-06-27
90077922,59794,1020,Scissors,Water damage,2024-05-20
64125674,20918,1026,Brush,Faded text,2024-07-05
98335467,35801,1003,Clamps,Dust accumulation,2024-10-19
57441003,97786,1026,Binding Tape,Aging and brittleness,2023-11-24
96107243,38493,1003,Scissors,Loose binding,2023-06-20
15760113,91681,1025,Binding Tape,Aging and brittleness,2023-06-20
56785650,89969,1012,Scalpel,Water damage,2023-02-13
85359347,21155,1018,Scalpel,Insect damage,2024-06-09
40663799,34429,1030,Scalpel,Loose binding,2023-06-13
84966138,21639,1012,Binding Tape,Loose binding,2023-08-02
65305341,64102,1020,Scalpel,Insect damage,2023-09-16
33454846,65857,1026,Scissors,Aging and brittleness,2024-03-19
29915907,94776,1003,Tweezers,Faded text,2024-01-17
73300745,31434,1026,Clamps,Water damage,2023-04-15
76970763,95801,1012,Glue,Loose binding,2024-10-21
59931405,92400,1018,Scissors,Mold growth,2024-03-20
83393303,29922,1018,Scalpel,Cover damage,2024-02-21
50494232,79367,1026,Scissors,Torn pages,2023-12-21
43416345,81459,1018,Scissors,Cover damage,2024-07-22
32930585,67254,1006,Scalpel,Insect damage,2024-05-23
26508060,37972,1016,Scalpel,Cover damage,2023-07-12
94796574,46740,1030,Glue,Mold growth,2024-04-14
76446496,81448,1016,Scissors,Faded text,2023-09-24
67402533,66986,1016,Scalpel,Torn pages,2024-06-10
24017709,70425,1018,Brush,Aging and brittleness,2024-09-12
20085557,10034,1006,Binding Tape,Aging and brittleness,2023-10-30
59538229,8238,1006,Tweezers,Staining,2024-03-12
12352314,52436,1012,Clamps,Dust accumulation,2024-06-20
91650880,18899,1026,Brush,Insect damage,2024-06-21
93879107,20311,1006,Tweezers,Torn pages,2023-12-20
36993866,3305,1025,Scissors,Aging and brittleness,2024-02-13
21134156,33238,1003,Binding Tape,Cover damage,2024-02-28
72383308,67541,1016,Clamps,Loose binding,2024-01-23
54819660,1672,1003,Scissors,Loose binding,2024-01-14
52460370,8032,1020,Clamps,Torn pages,2024-04-04
44989267,33797,1020,Scalpel,Loose binding,2023-07-19
