Disposal_ID,Book_ID,Employee_ID,Disposal_Method,Material_of_Book,Date
4878585,94391,1005,Repurposing,Metal,2024-09-21
8286459,34974,1002,Incineration,Synthetic,2023-11-11
5665023,33701,1024,Repurposing,Paper,2024-08-07
8941833,89408,1028,Incineration,Leather,2023-05-30
3830027,37356,1008,Shredding,Leather,2023-07-21
1208588,94130,1014,Repurposing,Metal,2023-07-07
8941837,63832,1024,Burial,Paper,2023-09-20
5927180,41680,1023,Burial,Leather,2024-12-13
9990416,12781,1023,Repurposing,Leather,2023-08-08
9466138,54115,1028,Donation,Paper,2024-04-17
5271837,45432,1008,Repurposing,Paper,2023-08-08
6582564,25839,1014,Recycling,Paper,2023-05-27
7893294,12198,1019,Repurposing,Synthetic,2024-12-19
3436851,71222,1002,Repurposing,Synthetic,2024-10-17
7500085,51435,1023,Shredding,Paper,2023-02-24
6975799,85379,1002,Incineration,Leather,2023-03-27
3961146,57618,1005,Donation,Synthetic,2023-12-19
7106874,86288,1028,Shredding,Leather,2024-05-11
3961154,43828,1008,Repurposing,Leather,2023-11-07
9204039,63921,1002,Recycling,Synthetic,2023-06-23
4878666,48058,1002,Incineration,Leather,2024-07-20
2126157,37276,1019,Shredding,Leather,2023-09-17
5534034,33703,1008,Burial,Metal,2024-03-11
9204052,64222,1019,Repurposing,Leather,2024-02-13
9335125,19785,1014,Donation,Leather,2023-12-11
3436890,38918,1014,Burial,Leather,2024-06-07
4616539,6249,1019,Repurposing,Metal,2024-01-17
7106919,5869,1002,Burial,Paper,2024-03-21
8679784,55651,1002,Incineration,Paper,2023-12-13
7500141,6162,1019,Donation,Leather,2024-12-09
3567985,94527,1014,Incineration,Leather,2023-12-07
9073015,86357,1014,Donation,Metal,2024-04-12
9597308,30836,1005,Incineration,Metal,2024-10-08
4092288,1653,1002,Incineration,Metal,2023-08-26
3174785,27680,1028,Recycling,Metal,2023-09-10
4747653,31094,1023,Burial,Leather,2024-08-27
5665160,13489,1002,Recycling,Leather,2023-09-13
8024471,86315,1002,Donation,Metal,2023-05-19
2519448,24935,1023,Repurposing,Synthetic,2024-08-17
1733032,77362,1002,Shredding,Synthetic,2023-08-11
5665203,20036,1023,Repurposing,Paper,2024-11-28
7893434,47702,1002,Donation,Paper,2023-06-19
9990594,78382,1019,Burial,Metal,2023-02-05
6320588,5703,1023,Shredding,Metal,2023-06-03
3830223,86420,1014,Burial,Synthetic,2024-08-17
9990614,65552,1023,Incineration,Leather,2024-07-17
2519514,88910,1014,Burial,Leather,2023-11-29
4485599,81053,1005,Incineration,Leather,2024-12-11
5665254,62072,1023,Repurposing,Paper,2024-04-12
8548843,56531,1014,Incineration,Synthetic,2023-10-20
8155633,32319,1014,Burial,Metal,2025-01-11
1995257,982,1013,Donation,Metal,2024-02-18
3961345,54056,1008,Shredding,Leather,2023-09-21
6058498,55362,1019,Incineration,Paper,2024-01-20
8679938,15937,1023,Repurposing,Synthetic,2024-11-05
2257416,90700,1023,Shredding,Synthetic,2024-07-31
8679949,82362,1019,Burial,Metal,2024-10-21
8155666,88406,1005,Shredding,Synthetic,2023-07-14
8024595,10292,1013,Repurposing,Metal,2024-02-25
1733139,74841,1028,Burial,Metal,2023-02-19
1208854,37256,1014,Recycling,Leather,2023-03-01
2781720,87111,1014,Recycling,Paper,2023-11-12
3306009,23732,1002,Donation,Metal,2023-07-27
8548897,72762,1014,Donation,Paper,2023-02-03
8024610,22942,1013,Donation,Leather,2023-05-18
3174947,25376,1014,Shredding,Leather,2024-05-22
2519587,14659,1028,Recycling,Leather,2024-09-11
4616771,41274,1005,Incineration,Metal,2024-09-23
5141062,65395,1014,Repurposing,Metal,2024-08-08
7107156,33009,1002,Burial,Paper,2024-06-19
4092509,34073,1008,Recycling,Metal,2024-01-13
3568256,51804,1028,Burial,Leather,2024-06-16
9597571,85120,1002,Burial,Leather,2024-10-24
4092557,3133,1014,Shredding,Paper,2023-07-08
9859726,1816,1013,Shredding,Synthetic,2023-08-20
6582925,49951,1002,Incineration,Leather,2023-06-09
6976144,56571,1014,Donation,Paper,2023-02-04
6976148,89837,1002,Shredding,Metal,2023-01-20
4616858,96436,1014,Recycling,Synthetic,2024-11-18
1733281,96518,1002,Repurposing,Synthetic,2024-04-21
1995427,48574,1005,Incineration,Metal,2023-06-14
8811172,92798,1013,Burial,Synthetic,2023-05-15
4354726,18191,1024,Repurposing,Paper,2023-03-10
4223656,37951,1014,Repurposing,Leather,2025-01-05
4092595,8711,1019,Burial,Synthetic,2024-09-06
1995453,81757,1014,Repurposing,Metal,2023-10-10
7631558,19340,1014,Burial,Leather,2023-05-13
1340103,84894,1023,Repurposing,Leather,2023-07-25
3175113,50012,1013,Donation,Leather,2023-01-24
1733338,3659,1014,Shredding,Metal,2023-12-05
1077979,69040,1002,Recycling,Leather,2024-08-02
9204449,76340,1005,Incineration,Synthetic,2024-11-02
4616947,488,1028,Donation,Metal,2024-02-07
7369466,79611,1013,Burial,Paper,2023-03-27
3044103,40361,1014,Donation,Metal,2023-11-19
4748040,64876,1008,Shredding,Synthetic,2023-04-28
9204497,2745,1013,Recycling,Paper,2024-03-31
1471252,64490,1002,Repurposing,Paper,2023-10-05
9597719,5375,1014,Burial,Metal,2023-07-16
9073437,88153,1005,Burial,Leather,2023-06-01
4616991,97165,1023,Burial,Synthetic,2024-05-22
4617000,37419,1019,Incineration,Paper,2023-09-22
3699497,28816,1024,Burial,Leather,2024-06-05
7369518,41865,1019,Repurposing,Paper,2024-06-27
7893808,57239,1028,Burial,Metal,2024-12-09
2388787,99404,1024,Shredding,Metal,2023-11-12
3437382,97594,1008,Incineration,Metal,2023-01-19
4092746,34781,1002,Donation,Metal,2023-10-10
3961684,43608,1023,Burial,Synthetic,2024-08-28
3306327,6641,1005,Incineration,Metal,2024-07-24
2126682,39462,1005,Burial,Synthetic,2024-05-13
4354907,18196,1013,Donation,Metal,2023-10-07
9991010,16570,1019,Burial,Paper,2024-01-09
8418162,27192,1028,Repurposing,Paper,2024-12-08
5403519,22643,1019,Recycling,Paper,2023-12-25
7500697,71905,1024,Burial,Metal,2025-01-09
2388891,65442,1013,Donation,Paper,2024-11-13
4354989,6616,1002,Recycling,Metal,2023-08-21
1209263,94293,1028,Donation,Leather,2024-03-30
4092855,54498,1024,Burial,Paper,2023-02-22
8549315,97213,1008,Recycling,Metal,2024-01-05
9728966,36017,1008,Donation,Synthetic,2023-05-13
6714317,43991,1024,Donation,Synthetic,2024-09-18
3961814,58116,1008,Burial,Paper,2024-06-13
1995736,76845,1002,Shredding,Synthetic,2023-11-20
7369691,68971,1028,Burial,Leather,2024-03-01
9335775,10038,1023,Shredding,Paper,2023-05-22
9991137,3063,1002,Shredding,Leather,2024-03-28
8287204,38760,1002,Incineration,Metal,2023-07-21
6976486,7552,1014,Incineration,Metal,2024-10-29
1864679,20826,1013,Incineration,Synthetic,2023-12-29
2913276,38558,1024,Burial,Metal,2024-08-26
3568641,40194,1023,Shredding,Metal,2023-05-04
6976537,54508,1028,Shredding,Paper,2023-09-29
8287259,72788,1014,Donation,Metal,2023-12-25
3830825,14760,1014,Shredding,Paper,2024-06-03
3699754,44841,1013,Burial,Metal,2023-02-22
5141549,21858,1028,Repurposing,Leather,2024-05-22
1209396,87239,1023,Repurposing,Metal,2023-09-06
8287286,567,1024,Incineration,Leather,2023-10-01
5796924,93151,1014,Donation,Synthetic,2024-09-18
6714432,56171,1013,Repurposing,Metal,2024-04-29
3830849,76951,1028,Incineration,Metal,2024-09-24
5928004,65362,1013,Incineration,Paper,2024-02-21
9073741,5952,1019,Repurposing,Leather,2024-04-01
7894094,27091,1008,Donation,Paper,2023-07-30
5141595,21613,1002,Incineration,Synthetic,2024-12-21
3044449,36911,1008,Donation,Paper,2024-04-10
7632019,10761,1028,Shredding,Paper,2023-01-26
6583454,95751,1024,Recycling,Synthetic,2023-09-21
1733794,66153,1028,Shredding,Synthetic,2025-01-13
5665971,29214,1002,Donation,Synthetic,2024-10-10
6190262,8747,1019,Repurposing,Metal,2024-11-15
8418488,32286,1014,Repurposing,Synthetic,2024-12-05
6059198,78241,1019,Recycling,Synthetic,2023-12-19
7894211,26925,1023,Donation,Synthetic,2023-10-20
1995973,74876,1019,Donation,Synthetic,2023-06-30
1078471,18635,1014,Incineration,Metal,2023-04-10
7894225,17039,1028,Recycling,Metal,2024-12-13
1471702,81391,1013,Recycling,Leather,2024-01-29
3175641,2837,1013,Repurposing,Metal,2024-07-17
4879581,15518,1014,Repurposing,Metal,2023-02-16
8549600,86868,1013,Incineration,Leather,2023-11-27
4486375,28697,1014,Recycling,Synthetic,2024-10-05
2782442,80628,1005,Donation,Leather,2024-03-15
9991417,94631,1028,Donation,Synthetic,2024-01-02
9991419,6770,1028,Repurposing,Paper,2024-06-18
2258176,25882,1019,Donation,Synthetic,2023-10-12
9073923,95375,1023,Donation,Paper,2024-03-23
6059272,73185,1002,Donation,Paper,2023-05-17
2258196,1812,1019,Donation,Metal,2023-05-22
8287509,27335,1002,Donation,Leather,2023-11-02
6976798,78329,1002,Donation,Synthetic,2023-11-21
4879655,71645,1028,Incineration,Metal,2024-01-06
2127146,13099,1014,Recycling,Metal,2024-10-06
7763259,16,1002,Incineration,Paper,2023-07-26
8418620,65837,1005,Shredding,Metal,2023-03-07
7763260,69372,1014,Repurposing,Leather,2023-06-10
2520384,2659,1014,Donation,Metal,2024-06-04
4355394,58134,1028,Shredding,Metal,2024-01-28
7501130,12551,1024,Incineration,Paper,2024-08-24
8025431,86412,1013,Recycling,Metal,2024-09-03
9074011,31412,1023,Burial,Synthetic,2023-08-29
5928285,14704,1008,Burial,Metal,2024-04-18
1209701,30078,1008,Shredding,Metal,2023-01-19
1865061,1361,1014,Recycling,Synthetic,2023-07-22
8549735,95631,1019,Donation,Synthetic,2024-08-15
9991536,4667,1002,Donation,Leather,2024-06-24
2913650,7440,1019,Donation,Leather,2024-05-27
3831183,96640,1024,Repurposing,Synthetic,2024-02-10
9074066,58,1005,Repurposing,Metal,2023-09-06
6714777,84036,1013,Incineration,Paper,2023-10-20
6976924,37461,1002,Shredding,Leather,2024-08-23
2651557,38549,1002,Shredding,Leather,2023-07-11
1602990,74090,1008,Incineration,Synthetic,2024-04-12
1340857,24847,1005,Shredding,Leather,2024-04-24
1996241,69297,1005,Shredding,Metal,2024-11-11
5404127,22859,1014,Recycling,Leather,2023-07-30
5141989,16394,1005,Incineration,Synthetic,2024-01-08
2782697,32641,1008,Donation,Synthetic,2024-11-07
8025587,17123,1008,Incineration,Leather,2024-11-12
6845941,17246,1002,Shredding,Paper,2023-07-27
3044867,55016,1002,Donation,Synthetic,2023-12-07
7239178,61755,1028,Shredding,Leather,2024-12-04
6845965,71205,1019,Burial,Synthetic,2024-05-12
5666322,76293,1019,Shredding,Leather,2024-03-09
3700249,39487,1005,Recycling,Paper,2024-09-22
3700272,78254,1019,Repurposing,Leather,2023-03-30
8943154,33975,1014,Repurposing,Synthetic,2024-11-20
6190651,41152,1028,Repurposing,Leather,2023-07-25
9205307,81017,1028,Incineration,Leather,2024-01-19
3700292,45931,1014,Burial,Paper,2024-05-04
3044934,77136,1013,Recycling,Synthetic,2023-01-17
8943180,11039,1005,Repurposing,Synthetic,2024-02-17
1341009,22778,1028,Repurposing,Synthetic,2023-02-24
9598548,12306,1013,Shredding,Synthetic,2023-02-21
6846046,3747,1013,Repurposing,Metal,2023-03-30
5797479,81196,1013,Incineration,Metal,2023-06-28
3831414,3317,1019,Incineration,Synthetic,2023-12-23
2782840,35331,1028,Donation,Paper,2024-05-28
5535357,36368,1008,Recycling,Leather,2024-02-19
4224654,38667,1005,Donation,Synthetic,2023-03-05
2651792,53795,1024,Shredding,Metal,2023-05-30
9598624,61390,1014,Shredding,Paper,2023-08-30
9860769,65250,1005,Incineration,Paper,2023-11-14
8287912,91303,1024,Burial,Synthetic,2023-10-06
3045033,28161,1014,Shredding,Metal,2023-02-14
9991848,78969,1028,Recycling,Paper,2023-05-27
6190763,95534,1008,Recycling,Paper,2023-08-02
7239343,26872,1013,Burial,Leather,2024-08-02
7370422,36886,1019,Donation,Paper,2023-11-13
6190775,4190,1028,Recycling,Leather,2023-10-01
2651850,87568,1019,Recycling,Synthetic,2023-08-17
2389707,75134,1002,Donation,Synthetic,2024-11-30
8156907,96692,1013,Shredding,Metal,2023-07-28
5535467,16036,1002,Shredding,Metal,2024-02-13
6452974,85983,1013,Donation,Metal,2023-07-13
1996530,12141,1002,Donation,Metal,2024-02-26
2651894,32829,1008,Incineration,Synthetic,2023-09-12
4617978,37760,1028,Burial,Metal,2023-02-13
2389761,39620,1005,Incineration,Synthetic,2024-01-02
8550147,65730,1005,Repurposing,Paper,2023-07-13
1603339,57221,1028,Recycling,Paper,2024-01-16
4355853,48669,1002,Repurposing,Metal,2023-02-20
6977296,867,1013,Recycling,Metal,2023-08-21
5535505,10623,1019,Burial,Metal,2023-09-11
2651935,8820,1002,Donation,Synthetic,2024-07-27
9729829,60866,1019,Shredding,Leather,2024-01-30
9336619,65278,1019,Shredding,Paper,2024-04-21
2258733,90836,1023,Shredding,Paper,2023-04-15
6059827,34816,1005,Donation,Synthetic,2023-05-19
2651969,81884,1014,Burial,Leather,2024-07-25
9992009,52887,1008,Repurposing,Metal,2023-11-12
8681294,39248,1002,Recycling,Synthetic,2023-05-25
7370578,5531,1024,Recycling,Leather,2023-08-25
1996635,81851,1002,Incineration,Synthetic,2023-07-05
8288093,81586,1005,Repurposing,Leather,2023-02-01
9992031,86598,1028,Donation,Paper,2024-12-25
6322021,86965,1023,Donation,Metal,2024-06-22
5142381,98966,1008,Repurposing,Synthetic,2023-04-13
2914158,45597,1024,Shredding,Metal,2024-02-18
7239535,19499,1019,Repurposing,Paper,2024-01-13
4224889,34625,1008,Donation,Metal,2025-01-10
2914172,90966,1013,Donation,Metal,2024-08-24
6453153,9243,1008,Shredding,Synthetic,2024-11-28
8157096,73723,1013,Repurposing,Metal,2023-04-17
7894957,98926,1019,Repurposing,Leather,2023-04-13
4749234,64268,1023,Repurposing,Leather,2023-05-25
8812470,89501,1014,Recycling,Leather,2023-06-11
8812489,4565,1014,Burial,Synthetic,2023-11-27
1865673,61543,1019,Repurposing,Synthetic,2024-04-28
6977483,55827,1008,Incineration,Paper,2024-05-20
2783178,86869,1014,Recycling,Paper,2024-07-12
2389964,34629,1023,Incineration,Leather,2023-01-18
4880334,5793,1013,Incineration,Leather,2023-03-01
5928915,67052,1002,Burial,Paper,2024-01-01
5011412,26673,1002,Incineration,Synthetic,2023-02-08
1996773,9695,1024,Shredding,Metal,2024-07-24
4225007,22023,1008,Incineration,Synthetic,2024-04-30
6715376,81572,1008,Repurposing,Paper,2023-02-14
3831793,69141,1013,Burial,Synthetic,2023-02-17
5273601,27339,1028,Recycling,Leather,2023-07-29
8157194,26372,1024,Repurposing,Metal,2023-09-02
7370769,14792,1019,Recycling,Metal,2023-08-09
1734705,60179,1024,Incineration,Synthetic,2024-03-03
2652215,34790,1024,Recycling,Paper,2023-05-23
5797949,47148,1008,Shredding,Paper,2024-11-27
9599041,27652,1019,Shredding,Paper,2024-12-13
6453314,77061,1023,Repurposing,Synthetic,2023-12-23
3831877,19575,1024,Repurposing,Synthetic,2023-04-16
7370847,31425,1008,Donation,Synthetic,2023-05-12
8157298,85884,1005,Burial,Synthetic,2024-07-01
2127987,37000,1005,Recycling,Paper,2023-07-17
6453368,62886,1019,Burial,Paper,2024-04-13
4487292,98855,1014,Shredding,Paper,2023-05-01
1079424,69581,1002,Repurposing,Paper,2024-09-30
5798018,28386,1014,Incineration,Paper,2023-02-11
3963019,48092,1013,Donation,Metal,2023-06-26
4749452,91809,1008,Repurposing,Paper,2023-06-28
2914443,83132,1028,Burial,Synthetic,2024-02-03
4094115,90548,1013,Donation,Metal,2024-07-03
1603748,24534,1013,Shredding,Paper,2024-03-03
8419497,95301,1014,Burial,Synthetic,2023-05-12
8157358,35804,1028,Donation,Paper,2024-10-19
2128048,45175,1013,Donation,Metal,2023-08-26
3832007,93946,1019,Recycling,Paper,2023-06-08
7108810,92070,1023,Repurposing,Synthetic,2024-12-04
4618450,76051,1002,Recycling,Paper,2023-12-31
5011670,17232,1028,Recycling,Leather,2024-02-06
2521310,26178,1019,Recycling,Synthetic,2024-07-02
4618475,83444,1019,Shredding,Synthetic,2023-12-01
6846710,2309,1013,Repurposing,Paper,2023-10-19
2914554,82624,1005,Recycling,Leather,2024-06-28
4356358,36851,1023,Donation,Leather,2024-08-05
9992455,84665,1014,Burial,Paper,2024-07-28
6846733,68699,1013,Shredding,Metal,2023-08-04
5011727,93015,1008,Burial,Synthetic,2024-01-30
4618515,21663,1013,Repurposing,Metal,2023-12-13
3438886,37254,1014,Donation,Leather,2023-10-30
6584626,90916,1014,Shredding,Synthetic,2023-03-01
2128190,30749,1005,Repurposing,Synthetic,2024-01-03
3832127,6644,1005,Burial,Synthetic,2024-06-03
4880713,99693,1019,Incineration,Synthetic,2023-07-29
1472842,17055,1023,Recycling,Synthetic,2024-06-23
5536079,15902,1023,Donation,Paper,2023-03-17
6584656,9816,1019,Incineration,Paper,2024-08-17
3176793,38629,1028,Recycling,Synthetic,2024-05-10
5142878,96516,1028,Incineration,Paper,2023-06-01
3176799,28581,1002,Recycling,Paper,2023-09-14
1472873,10433,1005,Donation,Synthetic,2023-11-09
3176816,94697,1005,Recycling,Leather,2023-05-14
1472884,35768,1008,Shredding,Leather,2024-11-28
4618618,70293,1023,Repurposing,Synthetic,2024-11-30
6846845,47376,1002,Shredding,Leather,2023-11-12
2783618,59251,1013,Burial,Paper,2023-03-02
8157572,16841,1019,Burial,Paper,2024-08-30
7240077,75411,1013,Burial,Metal,2024-01-21
9468304,87949,1028,Incineration,Synthetic,2024-04-01
4749717,86322,1028,Shredding,Metal,2023-08-07
9861539,2900,1028,Recycling,Paper,2023-08-06
8812966,50217,1024,Shredding,Leather,2023-11-24
7764396,97440,1005,Repurposing,Leather,2024-07-19
1079725,18212,1013,Donation,Synthetic,2023-10-12
5011919,91868,1002,Shredding,Metal,2023-02-24
1735135,27238,1019,Repurposing,Metal,2024-04-12
1472992,77240,1019,Shredding,Paper,2023-09-20
5011940,46164,1013,Shredding,Metal,2023-03-24
7109098,50350,1019,Donation,Metal,2024-11-23
3570161,10591,1024,Donation,Metal,2023-09-06
8288755,84113,1023,Repurposing,Synthetic,2023-10-28
3176948,3012,1005,Recycling,Leather,2024-09-13
6715893,31627,1028,Incineration,Synthetic,2024-08-01
9075187,98094,1013,Recycling,Metal,2024-09-17
2521591,35276,1023,Repurposing,Metal,2023-03-23
5929469,33819,1028,Repurposing,Leather,2024-02-15
6322699,68482,1028,Burial,Paper,2024-04-10
2914850,97689,1028,Burial,Leather,2024-03-13
5929506,57431,1014,Repurposing,Paper,2024-12-27
2521653,53078,1019,Shredding,Paper,2023-12-29
1997369,49643,1008,Incineration,Leather,2023-11-10
9599547,1625,1028,Burial,Leather,2023-06-04
9206333,2661,1013,Incineration,Leather,2023-10-06
9599550,17078,1019,Incineration,Synthetic,2023-09-30
7633474,97989,1013,Burial,Paper,2024-02-14
9861710,78822,1024,Shredding,Paper,2024-10-01
7633512,38330,1023,Repurposing,Metal,2023-10-23
4487793,40055,1019,Burial,Synthetic,2023-07-15
8288891,50437,1013,Donation,Paper,2023-12-19
2128514,57788,1014,Donation,Synthetic,2023-02-17
7109262,57003,1005,Incineration,Leather,2023-02-18
3701393,21892,1028,Incineration,Paper,2023-10-02
3308182,8456,1028,Donation,Synthetic,2024-03-07
9468570,52291,1019,Burial,Leather,2023-10-19
1997471,50873,1019,Recycling,Leather,2023-12-20
8157867,75771,1013,Shredding,Synthetic,2024-07-20
2259630,20582,1014,Repurposing,Paper,2024-02-14
9337525,30796,1014,Donation,Paper,2023-08-14
5667529,70817,1008,Burial,Synthetic,2024-05-04
1473225,50472,1023,Donation,Leather,2023-01-25
7109328,39301,1005,Burial,Synthetic,2024-06-05
1604309,49908,1008,Shredding,Synthetic,2024-10-12
4881110,38685,1019,Donation,Paper,2024-03-25
9730776,29818,1008,Shredding,Synthetic,2023-01-31
6716120,25070,1028,Donation,Paper,2024-02-08
3832543,10745,1008,Shredding,Paper,2024-02-18
1473276,4879,1028,Repurposing,Paper,2023-02-21
4094718,86197,1028,Incineration,Synthetic,2023-03-29
1735429,16719,1024,Repurposing,Synthetic,2023-05-10
4356872,58185,1005,Burial,Metal,2023-02-04
1080076,85230,1024,Recycling,Paper,2024-10-09
4619027,2624,1014,Shredding,Metal,2023-06-06
4356902,50208,1019,Shredding,Paper,2024-10-28
6454054,17451,1008,Recycling,Paper,2024-04-16
3439412,28220,1002,Recycling,Leather,2023-12-02
7502649,75030,1019,Donation,Leather,2023-10-20
4881212,92562,1024,Recycling,Paper,2023-01-19
7371582,51973,1008,Recycling,Paper,2024-01-14
5012293,88403,1023,Donation,Metal,2024-06-06
5929801,95413,1005,Burial,Leather,2023-11-06
5929802,75173,1024,Recycling,Leather,2023-06-27
1735505,54407,1028,Repurposing,Paper,2024-11-12
9861985,67755,1013,Recycling,Paper,2023-08-05
7240549,39885,1019,Incineration,Synthetic,2023-08-01
1604468,64857,1028,Burial,Paper,2024-07-23
5798783,47019,1014,Recycling,Leather,2023-03-28
5667712,25161,1019,Recycling,Synthetic,2024-06-12
2521991,12752,1013,Recycling,Leather,2023-10-09
4619148,49923,1019,Burial,Metal,2023-09-28
3832720,77924,1023,Incineration,Synthetic,2023-06-04
8813461,61108,1023,Incineration,Metal,2023-05-24
1866649,44599,1002,Repurposing,Synthetic,2024-01-05
4094883,81890,1005,Burial,Metal,2023-07-23
5274535,21121,1024,Recycling,Synthetic,2023-08-24
6978476,63151,1013,Donation,Paper,2024-08-16
4619188,12363,1014,Repurposing,Metal,2024-05-18
3177407,81279,1002,Donation,Paper,2024-12-05
4094918,74918,1002,Shredding,Paper,2023-05-16
1997770,92307,1014,Donation,Synthetic,2024-07-03
1735635,46913,1028,Recycling,Metal,2023-05-20
4357075,52132,1008,Shredding,Metal,2024-07-03
4226005,70766,1024,Recycling,Leather,2023-11-20
1604569,33060,1005,Burial,Metal,2024-08-31
9862122,50705,1002,Incineration,Leather,2023-10-17
8944621,87126,1013,Shredding,Paper,2023-02-23
2128877,68764,1019,Recycling,Metal,2023-05-12
3832815,86507,1028,Recycling,Metal,2023-08-17
6454258,80092,1023,Burial,Paper,2024-08-05
9468916,6332,1002,Recycling,Metal,2024-07-07
3963896,21479,1013,Incineration,Metal,2023-05-07
5536764,33198,1028,Incineration,Paper,2024-01-03
7109631,22411,1028,Recycling,Metal,2024-06-17
3570691,89014,1014,Burial,Leather,2024-11-02
1866761,45073,1028,Burial,Leather,2024-10-03
8682509,67239,1008,Incineration,Paper,2024-10-31
3570704,23245,1014,Recycling,Leather,2024-10-07
6585366,92907,1005,Recycling,Leather,2024-10-08
3308570,86159,1023,Shredding,Synthetic,2023-06-30
1473563,19364,1024,Donation,Paper,2024-12-17
5405731,36215,1008,Shredding,Synthetic,2023-05-11
4750405,7920,1008,Burial,Metal,2024-02-28
8682569,67387,1005,Donation,Paper,2023-03-07
6847564,49617,1002,Shredding,Metal,2024-01-05
5798993,32142,1023,Recycling,Paper,2024-08-05
6585431,52624,1028,Incineration,Synthetic,2025-01-03
9206873,13662,1002,Incineration,Metal,2024-07-30
7634013,83704,1008,Repurposing,Leather,2024-12-15
7240798,64462,1019,Shredding,Synthetic,2023-07-22
2915431,80129,1002,Incineration,Paper,2024-07-22
5405800,95107,1014,Repurposing,Paper,2023-09-21
2653291,80764,1002,Repurposing,Leather,2024-07-18
8682614,54203,1008,Donation,Metal,2024-12-06
6978690,75615,1008,Recycling,Metal,2023-08-13
6454406,72441,1014,Recycling,Leather,2023-10-23
3832968,85037,1008,Donation,Synthetic,2023-03-31
8813706,87935,1005,Burial,Paper,2024-10-09
2522252,4717,1023,Repurposing,Paper,2023-12-05
3964046,17310,1028,Incineration,Synthetic,2024-04-24
1080464,45001,1005,Recycling,Synthetic,2024-06-15
5143701,43760,1023,Repurposing,Metal,2023-12-26
8420507,47056,1028,Recycling,Metal,2023-08-11
6192295,10861,1008,Repurposing,Metal,2024-05-29
1342633,3469,1024,Donation,Paper,2024-09-29
5012652,96187,1005,Donation,Metal,2023-03-15
8682671,90556,1005,Repurposing,Leather,2023-06-26
5012661,32677,1028,Burial,Synthetic,2023-10-10
8420542,96159,1008,Recycling,Metal,2024-03-27
6061253,44316,1005,Recycling,Leather,2023-08-11
1080529,48865,1024,Shredding,Synthetic,2023-05-15
3570903,69766,1024,Repurposing,Leather,2023-07-22
2391258,26016,1014,Shredding,Leather,2024-09-18
2260191,79028,1014,Shredding,Metal,2023-11-28
5668065,46030,1005,Recycling,Paper,2024-08-04
8551671,49569,1002,Repurposing,Synthetic,2023-06-20
9600257,8302,1014,Incineration,Paper,2024-11-26
4488450,71876,1028,Donation,Leather,2023-07-17
2522386,5466,1008,Shredding,Paper,2023-08-10
1342752,95789,1023,Shredding,Leather,2023-03-25
5930277,20783,1028,Recycling,Paper,2024-06-04
9993512,72225,1013,Incineration,Paper,2023-03-12
6061360,33050,1023,Donation,Leather,2024-03-12
7372083,11097,1024,Donation,Synthetic,2024-09-04
3046710,11093,1014,Incineration,Paper,2023-09-16
8813881,40309,1024,Recycling,Paper,2023-09-28
7109956,46975,1002,Repurposing,Leather,2024-09-25
3833163,30168,1014,Donation,Metal,2023-12-17
3702095,84046,1028,Shredding,Leather,2023-04-30
5143900,84384,1019,Incineration,Synthetic,2024-11-26
8158569,36205,1028,Recycling,Leather,2024-10-03
8682875,11142,1028,Donation,Metal,2024-06-15
8813949,41158,1028,Burial,Synthetic,2024-11-11
7765382,86876,1024,Shredding,Leather,2024-04-25
9469322,3478,1028,Burial,Paper,2024-06-26
4226443,3107,1013,Burial,Leather,2024-01-29
8682904,4310,1024,Donation,Leather,2024-10-23
6716825,42985,1008,Recycling,Paper,2023-08-22
3964322,30318,1008,Donation,Synthetic,2024-07-07
1342883,35828,1019,Burial,Synthetic,2023-11-29
1998245,7454,1023,Recycling,Paper,2023-10-28
5799355,99938,1023,Repurposing,Metal,2024-07-10
2915777,62441,1005,Incineration,Leather,2024-12-14
3571162,12171,1019,Donation,Leather,2023-05-17
3177947,37395,1005,Shredding,Synthetic,2023-10-16
3177954,54302,1019,Donation,Synthetic,2024-01-16
2784754,12674,1019,Donation,Leather,2023-11-09
5930493,2934,1014,Recycling,Metal,2023-01-18
5799421,95905,1024,Shredding,Paper,2024-03-09
9469438,86187,1002,Incineration,Metal,2024-01-04
1998339,48425,1002,Recycling,Paper,2023-07-05
7503366,54327,1024,Repurposing,Paper,2024-02-17
8027656,91322,1005,Repurposing,Metal,2023-11-06
7896589,61057,1028,Recycling,Leather,2023-03-19
4488733,73654,1024,Recycling,Leather,2024-07-26
5275168,91731,1005,Incineration,Leather,2023-04-22
3440160,3982,1002,Incineration,Synthetic,2023-01-29
2391584,50410,1028,Incineration,Synthetic,2023-10-02
2522659,9717,1023,Shredding,Synthetic,2024-11-26
4619811,71049,1014,Recycling,Metal,2023-12-22
1605158,83626,1013,Incineration,Metal,2023-11-07
5144109,16153,1008,Repurposing,Metal,2024-11-30
6323779,6235,1019,Shredding,Leather,2024-09-19
2784835,32074,1019,Burial,Leather,2023-11-10
7372355,28845,1013,Incineration,Metal,2023-05-28
5275208,32077,1019,Recycling,Leather,2024-08-16
8289884,82536,1023,Donation,Metal,2023-12-13
1080939,47059,1024,Repurposing,Metal,2024-04-11
9469553,18543,1005,Donation,Paper,2024-01-03
2784890,85163,1028,Donation,Synthetic,2024-10-07
9338495,9352,1019,Burial,Paper,2023-02-07
8420998,44581,1008,Repurposing,Metal,2024-05-31
9862795,79176,1005,Donation,Paper,2023-03-21
